,T2M,RH2M,PS,ARI,CAI,CIRE,DWSI,EVI,GCVI,MCARI,SIPI,pH,Temperature (Centigrate),EC (microsiemens per cm),N (mg/Kg),P  (mg/Kg),K  (mg/Kg)
3376,5.33,73.75,99.03,0.664118056,0.833236111,0.354093056,1.004834722,0.269091667,0.609883333,-0.008301389,1.175541667,64,23.2,1042.777778,269.8888889,19,26.44444444
3377,8.71,60.06,99.11,0.664611111,0.833222222,0.354611111,1.004944444,0.269333333,0.610666667,-0.008277778,1.175333333,64,23.2,1045,264.2571429,18,26
3378,11.17,52.31,99.19,0.665104167,0.833208333,0.355129167,1.005054167,0.269575,0.61145,-0.008254167,1.175125,64,23.2,1045,262.3142857,18,26
3379,15.08,38.94,99.2,0.665597222,0.833194444,0.355647222,1.005163889,0.269816667,0.612233333,-0.008230556,1.174916667,64,23.2,1045,260.325,18,26
3380,18.33,27.62,99.14,0.666090278,0.833180556,0.356165278,1.005273611,0.270058333,0.613016667,-0.008206944,1.174708333,64,23.2,1045,266.16,18.96,26
3381,19.48,25.12,99.07,0.666583333,0.833166667,0.356683333,1.005383333,0.2703,0.6138,-0.008183333,1.1745,64,23.2,1045,280.9,19.9,28
3383,19.67,24.5,99,0.667569444,0.833138889,0.357719444,1.005602778,0.270783333,0.615366667,-0.008136111,1.174083333,64,23.2,1045,295.1578947,21,29
3384,17.92,33.56,98.99,0.6680625,0.833125,0.3582375,1.0057125,0.271025,0.61615,-0.0081125,1.173875,64,23.2,1045,298.0833333,21,29
3385,13.77,45.19,98.99,0.668555556,0.833111111,0.358755556,1.005822222,0.271266667,0.616933333,-0.008088889,1.173666667,64,23.2,1045,299.92,21,29.14
3386,10.62,48.88,99.1,0.669541667,0.833083333,0.359791667,1.006041667,0.27175,0.6185,-0.008041667,1.17325,64,23.2,1045,286.2702703,20,28
3387,9.9,50.5,99.16,0.670034722,0.833069444,0.360309722,1.006151389,0.271991667,0.619283333,-0.008018056,1.173041667,64,23.2,1045,280.59375,19.21875,27.875
3388,9.18,52.75,99.2,0.670527778,0.833055556,0.360827778,1.006261111,0.272233333,0.620066667,-0.007994444,1.172833333,64,23.2,1045,275.2,19,27
3389,7.1,61.75,99.18,0.672006944,0.833013889,0.362381944,1.006590278,0.272958333,0.622416667,-0.007923611,1.172208333,64,23.2,1045,265.8409091,18.84090909,26
3390,5.94,67.31,99.1,0.672993056,0.832986111,0.363418056,1.006809722,0.273441667,0.623983333,-0.007876389,1.171791667,64,23.2,1045,269.9047619,19,26.0952381
3391,5.45,69.44,99.09,0.673486111,0.832972222,0.363936111,1.006919444,0.273683333,0.624766667,-0.007852778,1.171583333,64,23.2,1045,266.8928571,18.92857143,26
3392,5.01,71.56,99.06,0.673979167,0.832958333,0.364454167,1.007029167,0.273925,0.62555,-0.007829167,1.171375,64,23.2,1045,269.2,19,26.6
3393,4.61,74,99.04,0.674472222,0.832944444,0.364972222,1.007138889,0.274166667,0.626333333,-0.007805556,1.171166667,64,23.2,1045,270,19,27
3394,4.23,76.81,99.05,0.674965278,0.832930556,0.365490278,1.007248611,0.274408333,0.627116667,-0.007781944,1.170958333,65,23.2,1045,267.32,19,26
3395,3.9,80,99.1,0.675458333,0.832916667,0.366008333,1.007358333,0.27465,0.6279,-0.007758333,1.17075,65,23.2,1045,264,18,26
3396,5.08,75.25,99.15,0.675951389,0.832902778,0.366526389,1.007468056,0.274891667,0.628683333,-0.007734722,1.170541667,65,23.2,1045,260,18,25.2
3397,8.55,61.25,99.2,0.676444444,0.832888889,0.367044444,1.007577778,0.275133333,0.629466667,-0.007711111,1.170333333,65,23.2,1045,254.8974359,18,25
3398,11.23,53.44,99.23,0.6769375,0.832875,0.3675625,1.0076875,0.275375,0.63025,-0.0076875,1.170125,65,23.2,1045,252.0571429,17.54285714,25
3399,15.1,42.69,99.2,0.677430556,0.832861111,0.368080556,1.007797222,0.275616667,0.631033333,-0.007663889,1.169916667,65,23.2,1045,253.9552239,18,25
3404,14.73,44.56,98.8,0.680388889,0.832777778,0.371188889,1.008455556,0.277066667,0.635733333,-0.007522222,1.168666667,65,23.2,1045,288,20,28
3405,12.05,48.62,98.83,0.680881944,0.832763889,0.371706944,1.008565278,0.277308333,0.636516667,-0.007498611,1.168458333,65,23.2,1045.083333,285.8125,20,28
3406,11.24,49.69,98.89,0.681375,0.83275,0.372225,1.008675,0.27755,0.6373,-0.007475,1.16825,65,23.2,1047.971429,281.1142857,19.97142857,28
3407,10.4,51.5,98.94,0.681868056,0.832736111,0.372743056,1.008784722,0.277791667,0.638083333,-0.007451389,1.168041667,65,23.2,1045,271.984375,19,27
3408,9.52,54.06,98.96,0.682361111,0.832722222,0.373261111,1.008894444,0.278033333,0.638866667,-0.007427778,1.167833333,65,23.2,1045,268.54,18.92,26.51333333
3409,8.69,56.94,99,0.682854167,0.832708333,0.373779167,1.009004167,0.278275,0.63965,-0.007404167,1.167625,65,23.2,1045,262.515873,18.61111111,25.61111111
3410,7.91,60.12,99.01,0.683347222,0.832694444,0.374297222,1.009113889,0.278516667,0.640433333,-0.007380556,1.167416667,65,23.2,1045,253.5609756,18,25
3411,7.29,63.06,98.99,0.683840278,0.832680556,0.374815278,1.009223611,0.278758333,0.641216667,-0.007356944,1.167208333,65,23.2,1045,251.1578947,17.10526316,25
3412,6.65,66.38,98.97,0.684333333,0.832666667,0.375333333,1.009333333,0.279,0.642,-0.007333333,1.167,65,23.2,1045,247.5555556,17,24.72222222
3413,6.02,69.88,98.93,0.684826389,0.832652778,0.375851389,1.009443056,0.279241667,0.642783333,-0.007309722,1.166791667,65,23.2,1045,250.0422535,17,24
3414,5.48,73.56,98.9,0.685319444,0.832638889,0.376369444,1.009552778,0.279483333,0.643566667,-0.007286111,1.166583333,65,23.2,1045,247.4358974,17,24
3415,5.05,77.56,98.9,0.6858125,0.832625,0.3768875,1.0096625,0.279725,0.64435,-0.0072625,1.166375,65,23.2,1045,244.1666667,17,24
3416,4.66,81.5,98.9,0.686305556,0.832611111,0.377405556,1.009772222,0.279966667,0.645133333,-0.007238889,1.166166667,65,23.2,1045,246.8,17,24
3417,4.32,84.94,98.9,0.686798611,0.832597222,0.377923611,1.009881944,0.280208333,0.645916667,-0.007215278,1.165958333,65,23.2,1045,243.4634146,17,24
3418,4.03,87.5,98.92,0.687291667,0.832583333,0.378441667,1.009991667,0.28045,0.6467,-0.007191667,1.16575,65,23.2,1045,241.0555556,17,24
3419,5.35,80.69,98.96,0.687784722,0.832569444,0.378959722,1.010101389,0.280691667,0.647483333,-0.007168056,1.165541667,65,23.2,1045,239.8932039,16.72815534,23.72815534
3420,8.95,64.31,99.03,0.688277778,0.832555556,0.379477778,1.010211111,0.280933333,0.648266667,-0.007144444,1.165333333,65,23.2,1045,233.4242424,16,23
3421,11.87,54.62,99.09,0.688770833,0.832541667,0.379995833,1.010320833,0.281175,0.64905,-0.007120833,1.165125,65,23.2,1045,231.3018868,16,23
3422,16.12,40.94,99.09,0.689263889,0.832527778,0.380513889,1.010430556,0.281416667,0.649833333,-0.007097222,1.164916667,65,23.2,1045,234.0344828,16,23
3426,19.6,29.25,98.7,0.691729167,0.832458333,0.383104167,1.010979167,0.282625,0.65375,-0.006979167,1.163875,65,23.2,1049,273,19,27
3427,15.19,43.69,98.66,0.692222222,0.832444444,0.383622222,1.011088889,0.282866667,0.654533333,-0.006955556,1.163666667,65,23.2,1049,272.4957265,19,27
3428,12.5,46.5,98.73,0.692715278,0.832430556,0.384140278,1.011198611,0.283108333,0.655316667,-0.006931944,1.163458333,65,23.2,1049,266.6666667,19,26
3429,11.4,48.75,98.87,0.693208333,0.832416667,0.384658333,1.011308333,0.28335,0.6561,-0.006908333,1.16325,65,23.2,1049,263,18,26
3430,10.07,61.19,99.06,0.696659722,0.832319444,0.388284722,1.012076389,0.285041667,0.661583333,-0.006743056,1.161791667,65,23.2,1045,232,16,23
3431,9.83,66.12,99.04,0.697152778,0.832305556,0.388802778,1.012186111,0.285283333,0.662366667,-0.006719444,1.161583333,65,23.2,1045,234,16,23
3432,10.01,69.81,99,0.697645833,0.832291667,0.389320833,1.012295833,0.285525,0.66315,-0.006695833,1.161375,65,23.2,1045,228.4137931,16,22.13793103
3433,10.26,73.25,98.98,0.698138889,0.832277778,0.389838889,1.012405556,0.285766667,0.663933333,-0.006672222,1.161166667,65,23.2,1045,230.9166667,16,22.08333333
3434,10.32,76.25,98.98,0.698631944,0.832263889,0.390356944,1.012515278,0.286008333,0.664716667,-0.006648611,1.160958333,65,23.2,1045,228.4193548,16,22
3435,10.21,78.5,99.02,0.699125,0.83225,0.390875,1.012625,0.28625,0.6655,-0.006625,1.16075,65,23.2,1045,223.6428571,15.35714286,22
3436,10.8,75.81,99.05,0.699618056,0.832236111,0.391393056,1.012734722,0.286491667,0.666283333,-0.006601389,1.160541667,65,23.2,1045,225.1818182,15.72727273,22
3441,22.12,40.06,98.95,0.702083333,0.832166667,0.393983333,1.013283333,0.2877,0.6702,-0.006483333,1.1595,65,23.2,1045,227.75,16,22
3442,22.26,40.62,98.87,0.702576389,0.832152778,0.394501389,1.013393056,0.287941667,0.670983333,-0.006459722,1.159291667,65,23.2,1048.333333,233.5740741,16,23
3443,21.88,42.12,98.81,0.703069444,0.832138889,0.395019444,1.013502778,0.288183333,0.671766667,-0.006436111,1.159083333,65,23.2,1045,245,17,24
3461,13.79,80.88,99.23,0.711944444,0.831888889,0.404344444,1.015477778,0.292533333,0.685866667,-0.006011111,1.155333333,65,23.2,1045,231,16,23
3462,16.28,65.88,99.3,0.7124375,0.831875,0.4048625,1.0155875,0.292775,0.68665,-0.0059875,1.155125,65,23.2,1045,228.5416667,16,22.9375
3463,18.49,52.88,99.32,0.712930556,0.831861111,0.405380556,1.015697222,0.293016667,0.687433333,-0.005963889,1.154916667,65,23.2,1045,231.3636364,16,23
3464,19.83,46.88,99.26,0.713423611,0.831847222,0.405898611,1.015806944,0.293258333,0.688216667,-0.005940278,1.154708333,65,23.2,1049,238.1515152,16,23
3465,20.65,44.19,99.19,0.713916667,0.831833333,0.406416667,1.015916667,0.2935,0.689,-0.005916667,1.1545,65,23.2,1049,247.3888889,17,24
3466,20.92,43.56,99.13,0.714409722,0.831819444,0.406934722,1.016026389,0.293741667,0.689783333,-0.005893056,1.154291667,65,23.2,1049,259.2222222,18,25.59259259
3467,20.69,44.06,99.1,0.714902778,0.831805556,0.407452778,1.016136111,0.293983333,0.690566667,-0.005869444,1.154083333,65,23.2,1049,265.0294118,18.02941176,26
3468,19.87,46.5,99.09,0.715395833,0.831791667,0.407970833,1.016245833,0.294225,0.69135,-0.005845833,1.153875,65,23.2,1049,267,19,26
3469,16.96,58,99.08,0.715888889,0.831777778,0.408488889,1.016355556,0.294466667,0.692133333,-0.005822222,1.153666667,65,23.2,1049,269.0909091,19,26.54545455
3470,14.55,65.25,99.11,0.716381944,0.831763889,0.409006944,1.016465278,0.294708333,0.692916667,-0.005798611,1.153458333,65,23.2,1049,265.125,18,26
3471,13.87,68.12,99.14,0.716875,0.83175,0.409525,1.016575,0.29495,0.6937,-0.005775,1.15325,65,23.2,1049,260.3333333,18,25.77777778
3472,13.18,71.5,99.17,0.717368056,0.831736111,0.410043056,1.016684722,0.295191667,0.694483333,-0.005751389,1.153041667,65,23.2,1049,255.9,18,25
3473,12.44,75.31,99.19,0.717861111,0.831722222,0.410561111,1.016794444,0.295433333,0.695266667,-0.005727778,1.152833333,65,23.2,1049,249.7083333,17,24.25
3474,11.69,79.19,99.21,0.718354167,0.831708333,0.411079167,1.016904167,0.295675,0.69605,-0.005704167,1.152625,65,23.2,1049,246.2631579,17,24
3475,10.9,82.81,99.21,0.718847222,0.831694444,0.411597222,1.017013889,0.295916667,0.696833333,-0.005680556,1.152416667,65,23.2,1049,243.7058824,17,24
3476,10.12,86.25,99.2,0.719340278,0.831680556,0.412115278,1.017123611,0.296158333,0.697616667,-0.005656944,1.152208333,65,23.2,1049,241,17,24
3477,9.36,89.56,99.18,0.719833333,0.831666667,0.412633333,1.017233333,0.2964,0.6984,-0.005633333,1.152,65,23.2,1049,241.4137931,17,24
3478,8.64,92.81,99.15,0.720326389,0.831652778,0.413151389,1.017343056,0.296641667,0.699183333,-0.005609722,1.151791667,65,23.2,1049,241.9292929,17,24
3479,7.97,96.06,99.13,0.720819444,0.831638889,0.413669444,1.017452778,0.296883333,0.699966667,-0.005586111,1.151583333,65,23.2,1049,241.1612903,17,24
3480,7.51,98.06,99.13,0.7213125,0.831625,0.4141875,1.0175625,0.297125,0.70075,-0.0055625,1.151375,65,23.2,1049,238.1384615,17,23
3481,7.06,100,99.12,0.721805556,0.831611111,0.414705556,1.017672222,0.297366667,0.701533333,-0.005538889,1.151166667,65,23.2,1049,238.5202703,17,23
3482,6.53,100,99.14,0.722298611,0.831597222,0.415223611,1.017781944,0.297608333,0.702316667,-0.005515278,1.150958333,65.33684211,23.2,1047.652632,237.3157895,16.66315789,23
3483,6.02,100,99.18,0.722791667,0.831583333,0.415741667,1.017891667,0.29785,0.7031,-0.005491667,1.15075,66,23.2,1045,234,16,23
3484,7.36,97.5,99.23,0.723284722,0.831569444,0.416259722,1.018001389,0.298091667,0.703883333,-0.005468056,1.150541667,66,23.2,1049,223.125,15.125,22
3485,9.97,82.12,99.28,0.723777778,0.831555556,0.416777778,1.018111111,0.298333333,0.704666667,-0.005444444,1.150333333,66,23.2,1049,219.0666667,15,21.13333333
3486,13.33,66.19,99.31,0.724270833,0.831541667,0.417295833,1.018220833,0.298575,0.70545,-0.005420833,1.150125,66,23.2,1046.578947,220.7105263,15,21.84210526
3487,17.23,47.81,99.29,0.724763889,0.831527778,0.417813889,1.018330556,0.298816667,0.706233333,-0.005397222,1.149916667,66,23.2,1049,221.125,15,22
3488,18.83,41.88,99.22,0.725256944,0.831513889,0.418331944,1.018440278,0.299058333,0.707016667,-0.005373611,1.149708333,66,23.2,1049,223.8461538,16,22
3491,19.27,35.75,98.98,0.727229167,0.831458333,0.420404167,1.018879167,0.300025,0.71015,-0.005279167,1.148875,65,23.2,1049,258,18,25.01388889
3492,15.44,50.5,98.95,0.727722222,0.831444444,0.420922222,1.018988889,0.300266667,0.710933333,-0.005255556,1.148666667,65,23.2,1049,258.8910891,18,25.2970297
3493,12.61,55.75,98.94,0.728215278,0.831430556,0.421440278,1.019098611,0.300508333,0.711716667,-0.005231944,1.148458333,65,23.2,1049,259.7058824,18,25.82352941
3494,11.71,57.81,98.99,0.728708333,0.831416667,0.421958333,1.019208333,0.30075,0.7125,-0.005208333,1.14825,65,23.2,1049,255.875,18,25
3495,10.93,60.25,99.04,0.729201389,0.831402778,0.422476389,1.019318056,0.300991667,0.713283333,-0.005184722,1.148041667,65,23.2,1049,248.5111111,17,24
3496,10.21,63.06,99.07,0.729694444,0.831388889,0.422994444,1.019427778,0.301233333,0.714066667,-0.005161111,1.147833333,65,23.2,1049,241,17,24
3497,9.55,66,99.09,0.7301875,0.831375,0.4235125,1.0195375,0.301475,0.71485,-0.0051375,1.147625,65,23.2,1049,236.1351351,16.13513514,23
3498,9.03,68.5,99.09,0.730680556,0.831361111,0.424030556,1.019647222,0.301716667,0.715633333,-0.005113889,1.147416667,65,23.2,1049,231,16,23
3499,8.73,70.06,99.09,0.731173611,0.831347222,0.424548611,1.019756944,0.301958333,0.716416667,-0.005090278,1.147208333,65,23.2,1049,225.1666667,16,22
3500,8.67,70.56,99.07,0.731666667,0.831333333,0.425066667,1.019866667,0.3022,0.7172,-0.005066667,1.147,66,23.2,1049,223.9444444,15.97222222,22
3501,8.71,70.62,99.07,0.732159722,0.831319444,0.425584722,1.019976389,0.302441667,0.717983333,-0.005043056,1.146791667,66,23.2,1049,222.8307692,15,22
3502,8.53,71.62,99.05,0.732652778,0.831305556,0.426102778,1.020086111,0.302683333,0.718766667,-0.005019444,1.146583333,66,23.2,1049,223,15,22
3503,8.27,73.06,99.02,0.733145833,0.831291667,0.426620833,1.020195833,0.302925,0.71955,-0.004995833,1.146375,66,23.2,1045,219.5405405,15,21.02702703
3504,8.29,73.19,99.01,0.733638889,0.831277778,0.427138889,1.020305556,0.303166667,0.720333333,-0.004972222,1.146166667,66,23.2,1045,219,15,21
3505,8.05,74.5,99.04,0.734131944,0.831263889,0.427656944,1.020415278,0.303408333,0.721116667,-0.004948611,1.145958333,66,23.2,1045,216.5142857,15,21
3506,8.27,73.56,99.14,0.735118056,0.831236111,0.428693056,1.020634722,0.303891667,0.722683333,-0.004901389,1.145541667,66,23.2,1045,204.2,14,20
3507,10.58,64.12,99.21,0.735611111,0.831222222,0.429211111,1.020744444,0.304133333,0.723466667,-0.004877778,1.145333333,66,23.2,1045,199.7222222,14,19.41666667
3508,12.51,57.5,99.3,0.736104167,0.831208333,0.429729167,1.020854167,0.304375,0.72425,-0.004854167,1.145125,66,23.2,1045,197.3636364,14,19
3509,14.59,50.44,99.33,0.736597222,0.831194444,0.430247222,1.020963889,0.304616667,0.725033333,-0.004830556,1.144916667,66,23.2,1045,198,14,19
3510,16.97,38.75,99.3,0.737090278,0.831180556,0.430765278,1.021073611,0.304858333,0.725816667,-0.004806944,1.144708333,66,23.2,1045,202,14,20
3511,18.25,32.94,99.24,0.737583333,0.831166667,0.431283333,1.021183333,0.3051,0.7266,-0.004783333,1.1445,66,23.2,1046.290323,213.0322581,15,21
3512,18.7,30.06,99.17,0.738569444,0.831138889,0.432319444,1.021402778,0.305583333,0.728166667,-0.004736111,1.144083333,66,23.2,1049,226.9117647,16,22
3513,17.66,38.56,99.14,0.7390625,0.831125,0.4328375,1.0215125,0.305825,0.72895,-0.0047125,1.143875,66,23.2,1049,233.7666667,16,23
3514,15.04,47.5,99.12,0.739555556,0.831111111,0.433355556,1.021622222,0.306066667,0.729733333,-0.004688889,1.143666667,65,23.2,1049,236.8648649,16,23
3515,13.44,46.06,99.13,0.740048611,0.831097222,0.433873611,1.021731944,0.306308333,0.730516667,-0.004665278,1.143458333,65,23.2,1049,235.225,16,23
3516,8.75,62.06,99.28,0.7435,0.831,0.4375,1.0225,0.308,0.736,-0.0045,1.142,65,23.2,1047.705882,206.1470588,14,20
3517,8.36,66,99.25,0.743993056,0.830986111,0.438018056,1.022609722,0.308241667,0.736783333,-0.004476389,1.141791667,65,23.2,1045,208.6071429,14,20
3518,7.93,69.94,99.2,0.744486111,0.830972222,0.438536111,1.022719444,0.308483333,0.737566667,-0.004452778,1.141583333,65,23.2,1045,207.1052632,14,20
3519,7.51,73.56,99.14,0.744979167,0.830958333,0.439054167,1.022829167,0.308725,0.73835,-0.004429167,1.141375,65,23.2,1045.097561,212.1219512,15,21
3520,7.92,72.81,99.14,0.745472222,0.830944444,0.439572222,1.022938889,0.308966667,0.739133333,-0.004405556,1.141166667,65,23.2,1045,215,15,21
3521,8.1,72.56,99.2,0.745965278,0.830930556,0.440090278,1.023048611,0.309208333,0.739916667,-0.004381944,1.140958333,65.37391304,23.2,1045.069565,213.7478261,15,21
3522,7.56,75.38,99.27,0.746458333,0.830916667,0.440608333,1.023158333,0.30945,0.7407,-0.004358333,1.14075,66,23.2,1045,207.6052632,14,20
3523,7.51,75.88,99.32,0.746951389,0.830902778,0.441126389,1.023268056,0.309691667,0.741483333,-0.004334722,1.140541667,66,23.2,1045,201.9677419,14,20
3524,9.29,68.62,99.38,0.747444444,0.830888889,0.441644444,1.023377778,0.309933333,0.742266667,-0.004311111,1.140333333,66,23.2,1045,197.2428571,14,19.04285714
3525,12.1,55,99.44,0.7479375,0.830875,0.4421625,1.0234875,0.310175,0.74305,-0.0042875,1.140125,66,23.2,1045.08,196.85,13.93,19
3526,16.66,32.5,99.44,0.748430556,0.830861111,0.442680556,1.023597222,0.310416667,0.743833333,-0.004263889,1.139916667,66,23.2,1045,197.725,14,19
3527,18.57,27.94,99.38,0.748923611,0.830847222,0.443198611,1.023706944,0.310658333,0.744616667,-0.004240278,1.139708333,66,23.2,1046.428571,202.0357143,14,20
3528,19.34,26.38,99.31,0.749416667,0.830833333,0.443716667,1.023816667,0.3109,0.7454,-0.004216667,1.1395,65.24242424,23.2,1049,212,15,21
3529,19.54,25.06,99.24,0.749909722,0.830819444,0.444234722,1.023926389,0.311141667,0.746183333,-0.004193056,1.139291667,65,23.2,1049,222.7777778,15,22
3530,19.01,24.5,99.2,0.750402778,0.830805556,0.444752778,1.024036111,0.311383333,0.746966667,-0.004169444,1.139083333,65,23.2,1049,228.53125,16,22.53125
3531,17.79,29.69,99.18,0.750895833,0.830791667,0.445270833,1.024145833,0.311625,0.74775,-0.004145833,1.138875,65,23.2,1049,232,16,23
3532,13.83,44.25,99.2,0.751388889,0.830777778,0.445788889,1.024255556,0.311866667,0.748533333,-0.004122222,1.138666667,65,23.2,1049,232.7931034,16,23
3533,11.49,43.94,99.25,0.751881944,0.830763889,0.446306944,1.024365278,0.312108333,0.749316667,-0.004098611,1.138458333,65,23.2,1049,231.6,16,23
3534,10.74,44.75,99.33,0.752375,0.83075,0.446825,1.024475,0.31235,0.7501,-0.004075,1.13825,65,23.2,1049,224.2307692,16,22
3535,10.19,45.69,99.39,0.752868056,0.830736111,0.447343056,1.024584722,0.312591667,0.750883333,-0.004051389,1.138041667,65,23.2,1049,217.8285714,15,21
3536,9.72,46.69,99.43,0.753361111,0.830722222,0.447861111,1.024694444,0.312833333,0.751666667,-0.004027778,1.137833333,65,23.2,1049,213,15,21
3537,9.12,48.38,99.44,0.753854167,0.830708333,0.448379167,1.024804167,0.313075,0.75245,-0.004004167,1.137625,65,23.2,1049,207,14,20
3538,8.41,50.81,99.43,0.754347222,0.830694444,0.448897222,1.024913889,0.313316667,0.753233333,-0.003980556,1.137416667,65,23.2,1049,203.4444444,14,20
3539,6.52,60.38,99.34,0.755826389,0.830652778,0.450451389,1.025243056,0.314041667,0.755583333,-0.003909722,1.136791667,65,23.2,1049,201,14,20
3540,6.09,63.56,99.29,0.756319444,0.830638889,0.450969444,1.025352778,0.314283333,0.756366667,-0.003886111,1.136583333,65,23.2,1049,201,14,20
3541,5.92,65.62,99.23,0.7568125,0.830625,0.4514875,1.0254625,0.314525,0.75715,-0.0038625,1.136375,65,23.2,1049,201.6666667,14,20
3542,5.9,66.31,99.22,0.757305556,0.830611111,0.452005556,1.025572222,0.314766667,0.757933333,-0.003838889,1.136166667,65,23.2,1049,202,14,20
3543,5.58,67.81,99.24,0.757798611,0.830597222,0.452523611,1.025681944,0.315008333,0.758716667,-0.003815278,1.135958333,65,23.2,1049,199.7419355,14,19
3544,4.77,71.44,99.31,0.758291667,0.830583333,0.453041667,1.025791667,0.31525,0.7595,-0.003791667,1.13575,65,23.2,1049,196,14,19
3545,5.22,69.88,99.39,0.758784722,0.830569444,0.453559722,1.025901389,0.315491667,0.760283333,-0.003768056,1.135541667,65,23.2,1049,193.7560976,13,19
3546,8.87,56.44,99.48,0.759277778,0.830555556,0.454077778,1.026011111,0.315733333,0.761066667,-0.003744444,1.135333333,65,23.2,1049,188.2083333,13,18
3547,11.27,49.44,99.55,0.759770833,0.830541667,0.454595833,1.026120833,0.315975,0.76185,-0.003720833,1.135125,65,23.2,1049,184.7142857,13,18
3548,15.66,33.38,99.56,0.760263889,0.830527778,0.455113889,1.026230556,0.316216667,0.762633333,-0.003697222,1.134916667,65,23.2,1045.228571,187.0571429,13,18
3550,9.87,47,99.36,0.763715278,0.830430556,0.458740278,1.026998611,0.317908333,0.768116667,-0.003531944,1.133458333,65,23.2,1049,211.75,15,21
3551,9,47.62,99.41,0.764208333,0.830416667,0.459258333,1.027108333,0.31815,0.7689,-0.003508333,1.13325,65,23.2,1049,208.2830189,14.0754717,20.22641509
3552,8.35,47.94,99.44,0.764701389,0.830402778,0.459776389,1.027218056,0.318391667,0.769683333,-0.003484722,1.133041667,65,23.2,1050,204,14,20
3553,7.87,48.06,99.44,0.765194444,0.830388889,0.460294444,1.027327778,0.318633333,0.770466667,-0.003461111,1.132833333,65,23.2,1050,201.88,14,20
3554,7.43,48.81,99.44,0.7656875,0.830375,0.4608125,1.0274375,0.318875,0.77125,-0.0034375,1.132625,65,23.2,1050,199.6666667,14,19.91666667
3555,6.98,49.88,99.43,0.766180556,0.830361111,0.461330556,1.027547222,0.319116667,0.772033333,-0.003413889,1.132416667,65,23.2,1050,197.1956522,14,19
